country_code,indicator,year,value
LUX,WHOSIS_000001,2006,79.91412753
MKD,WHOSIS_000001,2015,75.34082067
KHM,WHOSIS_000001,2010,66.7359551
LCA,WHOSIS_000001,2005,74.35093561
EST,WHOSIS_000001,2013,77.02989191
MNG,WHOSIS_000001,2016,69.64443247
WB_LI,WHOSIS_000001,2018,63.71209289
EUR,WHOSIS_000001,2012,76.35705486
MWI,WHOSIS_000001,2020,63.46287777
PAN,WHOSIS_000001,2010,76.99379194
KAZ,WHOSIS_000001,2004,65.11633982
GAB,WHOSIS_000001,2001,57.70877986
KOR,WHOSIS_000001,2011,80.95337202
BGR,WHOSIS_000001,2016,74.77317639
FIN,WHOSIS_000001,2013,80.67798392
GRD,WHOSIS_000001,2012,72.68392882
GRD,WHOSIS_000001,2016,72.49134059
GMB,WHOSIS_000001,2017,64.31746247
UKR,WHOSIS_000001,2013,71.55330688
ALB,WHOSIS_000001,2021,76.39089034
ISR,WHOSIS_000001,2017,82.38134543
LTU,WHOSIS_000001,2016,74.70145984
BEN,WHOSIS_000001,2007,59.82688455
IRQ,WHOSIS_000001,2014,70.22637913
GIN,WHOSIS_000001,2005,56.45301837
DOM,WHOSIS_000001,2002,73.59133884
EUR,WHOSIS_000001,2014,76.88838577
NOR,WHOSIS_000001,2016,82.11289124
JPN,WHOSIS_000001,2002,82.10074471
GNQ,WHOSIS_000001,2000,54.03083545
JAM,WHOSIS_000001,2006,74.44972953
CYP,WHOSIS_000001,2017,81.86957092
FSM,WHOSIS_000001,2013,65.16296685
LAO,WHOSIS_000001,2021,68.23189407
SVK,WHOSIS_000001,2021,74.50941328
TKM,WHOSIS_000001,2000,65.56917712
KWT,WHOSIS_000001,2012,81.34259433
IRQ,WHOSIS_000001,2017,71.60611249
SRB,WHOSIS_000001,2008,73.82988623
SOM,WHOSIS_000001,2009,50.66979598
BEN,WHOSIS_000001,2004,58.86876901
CZE,WHOSIS_000001,2005,75.99869845
SVN,WHOSIS_000001,2002,76.50389555
FIN,WHOSIS_000001,2010,79.86591036
LSO,WHOSIS_000001,2011,49.10182257
SVK,WHOSIS_000001,2003,73.78042489
SDN,WHOSIS_000001,2013,67.75900519
BOL,WHOSIS_000001,2008,69.78566323
COM,WHOSIS_000001,2012,66.39715563
KEN,WHOSIS_000001,2005,56.3951405
TCD,WHOSIS_000001,2015,57.84629101
KWT,WHOSIS_000001,2018,82.93662831
TON,WHOSIS_000001,2012,72.2449478
WB_HI,WHOSIS_000001,2021,79.65119873
WB_LI,WHOSIS_000001,2006,58.16441655
SWE,WHOSIS_000001,2019,82.71414637
COL,WHOSIS_000001,2013,77.2278702
SDN,WHOSIS_000001,2015,68.32706556
GLOBAL,WHOSIS_000001,2018,72.88886288
AFG,WHOSIS_000001,2006,56.992143
SWE,WHOSIS_000001,2017,82.0845963
GLOBAL,WHOSIS_000001,2009,70.21807678
CUB,WHOSIS_000001,2010,77.83366676
UGA,WHOSIS_000001,2013,62.71779853
PRT,WHOSIS_000001,2003,77.31485554
SVN,WHOSIS_000001,2006,78.04014469
NZL,WHOSIS_000001,2016,81.73038595
OMN,WHOSIS_000001,2011,73.21785366
MOZ,WHOSIS_000001,2004,51.81518653
LBY,WHOSIS_000001,2011,71.43952101
JAM,WHOSIS_000001,2010,73.95794492
UKR,WHOSIS_000001,2014,70.89072091
SEN,WHOSIS_000001,2006,63.06775371
HND,WHOSIS_000001,2021,68.96309289
BIH,WHOSIS_000001,2014,77.17772515
COL,WHOSIS_000001,2018,77.82372796
HND,WHOSIS_000001,2017,71.27116934
BRA,WHOSIS_000001,2004,72.50201054
ROU,WHOSIS_000001,2010,73.69918195
CUB,WHOSIS_000001,2001,76.71378311
ITA,WHOSIS_000001,2000,79.36611399
TUR,WHOSIS_000001,2012,76.83621576
AMR,WHOSIS_000001,2020,75.0691549
EUR,WHOSIS_000001,2011,76.14127866
MEX,WHOSIS_000001,2010,74.95254484
GUY,WHOSIS_000001,2019,68.73185311
BIH,WHOSIS_000001,2021,74.84944487
ETH,WHOSIS_000001,2007,59.72840645
HND,WHOSIS_000001,2004,70.3400508
KEN,WHOSIS_000001,2012,62.61585724
MLT,WHOSIS_000001,2011,80.71689503
LKA,WHOSIS_000001,2013,75.82006448
AUS,WHOSIS_000001,2013,82.46342447
GAB,WHOSIS_000001,2003,58.21558345
CHL,WHOSIS_000001,2019,81.02769155
WB_UMI,WHOSIS_000001,2000,69.79700261
WB_HI,WHOSIS_000001,2001,77.77308056
CPV,WHOSIS_000001,2004,72.44024713
BHS,WHOSIS_000001,2016,72.949178
GRD,WHOSIS_000001,2007,71.03136798
GAB,WHOSIS_000001,2009,61.22876669
ATG,WHOSIS_000001,2012,75.66312684
AGO,WHOSIS_000001,2011,58.75334146
PAN,WHOSIS_000001,2014,77.76557135
CRI,WHOSIS_000001,2014,80.47995762
KAZ,WHOSIS_000001,2007,65.80148574
CHN,WHOSIS_000001,2009,74.38654953
CMR,WHOSIS_000001,2005,54.1270059
WB_HI,WHOSIS_000001,2014,80.53130986
TZA,WHOSIS_000001,2019,66.78631383
BEN,WHOSIS_000001,2003,58.45855402
SLB,WHOSIS_000001,2020,65.39475136
NER,WHOSIS_000001,2020,60.39192551
NLD,WHOSIS_000001,2020,81.40141308
YEM,WHOSIS_000001,2002,64.16252882
COG,WHOSIS_000001,2007,58.25955292
RUS,WHOSIS_000001,2001,65.100666
SRB,WHOSIS_000001,2007,73.57700553
MOZ,WHOSIS_000001,2018,57.94330191
TGO,WHOSIS_000001,2020,63.84914267
KHM,WHOSIS_000001,2021,68.92399972
IND,WHOSIS_000001,2021,67.30780612
BDI,WHOSIS_000001,2002,46.77202104
MMR,WHOSIS_000001,2020,68.86849549
SAU,WHOSIS_000001,2000,70.56634565
DJI,WHOSIS_000001,2009,61.71487892
LSO,WHOSIS_000001,2015,48.83813559
DZA,WHOSIS_000001,2006,74.34609406
SLB,WHOSIS_000001,2013,64.84559966
NOR,WHOSIS_000001,2003,79.39711298
NIC,WHOSIS_000001,2005,75.7199093
TTO,WHOSIS_000001,2021,71.70712647
ETH,WHOSIS_000001,2013,65.91159894
KOR,WHOSIS_000001,2012,81.13219539
FSM,WHOSIS_000001,2018,65.82693994
WB_HI,WHOSIS_000001,2000,77.53178071
GRC,WHOSIS_000001,2020,80.6317386
IRL,WHOSIS_000001,2011,80.38545702
KWT,WHOSIS_000001,2003,78.76242947
ARM,WHOSIS_000001,2017,75.18435169
SVK,WHOSIS_000001,2010,75.44924081
BLR,WHOSIS_000001,2011,70.57181476
URY,WHOSIS_000001,2013,76.7019772
AFG,WHOSIS_000001,2005,56.79050349
COL,WHOSIS_000001,2003,73.54484514
KHM,WHOSIS_000001,2011,67.25370356
ARM,WHOSIS_000001,2003,71.70802942
ROU,WHOSIS_000001,2019,75.4603753
AZE,WHOSIS_000001,2016,73.96997105
NAM,WHOSIS_000001,2002,51.74325949
WB_LMI,WHOSIS_000001,2006,64.97632364
EST,WHOSIS_000001,2002,71.18420468
BIH,WHOSIS_000001,2008,76.76846848
DNK,WHOSIS_000001,2020,81.36821984
POL,WHOSIS_000001,2002,74.45428635
BLR,WHOSIS_000001,2021,73.12324771
BDI,WHOSIS_000001,2012,61.17471181
KOR,WHOSIS_000001,2003,77.4435747
TLS,WHOSIS_000001,2001,63.41630684
URY,WHOSIS_000001,2019,77.01365627
MKD,WHOSIS_000001,2002,72.91273812
PRT,WHOSIS_000001,2016,80.90466136
LBN,WHOSIS_000001,2017,79.03043282
SGP,WHOSIS_000001,2006,80.98074622
ALB,WHOSIS_000001,2012,77.34194982
VCT,WHOSIS_000001,2016,72.98153488
COM,WHOSIS_000001,2011,65.80471815
ISR,WHOSIS_000001,2015,81.91113219
WB_LMI,WHOSIS_000001,2010,66.49609395
MDA,WHOSIS_000001,2009,68.02716399
ZAF,WHOSIS_000001,2021,61.49918805
JOR,WHOSIS_000001,2012,77.13092988
PHL,WHOSIS_000001,2005,69.36187224
NIC,WHOSIS_000001,2021,75.02796138
UKR,WHOSIS_000001,2002,67.49385199
COM,WHOSIS_000001,2015,67.42647275
COG,WHOSIS_000001,2014,61.64003199
NIC,WHOSIS_000001,2001,76.09169207
BWA,WHOSIS_000001,2021,61.23119159
BGD,WHOSIS_000001,2004,67.36950715
LTU,WHOSIS_000001,2005,71.1036825
LKA,WHOSIS_000001,2021,77.22895472
MOZ,WHOSIS_000001,2003,51.67123667
DNK,WHOSIS_000001,2012,79.96581949
TUR,WHOSIS_000001,2004,75.833599
PRK,WHOSIS_000001,2004,69.49692995
FSM,WHOSIS_000001,2009,64.68062183
MMR,WHOSIS_000001,2010,64.64371806
CZE,WHOSIS_000001,2010,77.55051822
PRK,WHOSIS_000001,2020,72.37904945
MAR,WHOSIS_000001,2019,73.7488551
SWE,WHOSIS_000001,2004,80.35214323
NGA,WHOSIS_000001,2020,62.83540426
SSD,WHOSIS_000001,2001,52.94166517
LBY,WHOSIS_000001,2009,74.13441802
TLS,WHOSIS_000001,2000,62.86576561
CUB,WHOSIS_000001,2008,77.87743841
COG,WHOSIS_000001,2012,61.21875153
VEN,WHOSIS_000001,2019,72.71401189
ECU,WHOSIS_000001,2018,77.46907136
SLV,WHOSIS_000001,2003,73.05229991
EST,WHOSIS_000001,2012,76.40758544
CYP,WHOSIS_000001,2016,81.7149767
NZL,WHOSIS_000001,2021,82.20149177
MLI,WHOSIS_000001,2013,59.37937448
ZMB,WHOSIS_000001,2002,45.80351415
WB_HI,WHOSIS_000001,2016,80.5831754
EST,WHOSIS_000001,2001,70.85470275
CRI,WHOSIS_000001,2017,80.19506162
BOL,WHOSIS_000001,2019,72.91976198
MUS,WHOSIS_000001,2001,71.43968836
MYS,WHOSIS_000001,2008,74.19396011
GLOBAL,WHOSIS_000001,2008,69.70064415
AFG,WHOSIS_000001,2007,57.2548387
NER,WHOSIS_000001,2012,58.92187052
ERI,WHOSIS_000001,2001,56.20141934
BRB,WHOSIS_000001,2008,75.50932099
KGZ,WHOSIS_000001,2018,73.2888512
DZA,WHOSIS_000001,2019,76.54768313
STP,WHOSIS_000001,2013,69.94836441
BWA,WHOSIS_000001,2018,64.53046521
KOR,WHOSIS_000001,2014,82.15999534
GNB,WHOSIS_000001,2006,52.75265393
SVK,WHOSIS_000001,2015,76.59625031
KOR,WHOSIS_000001,2016,82.73176167
PER,WHOSIS_000001,2015,80.33747677
FJI,WHOSIS_000001,2017,67.87169424
HND,WHOSIS_000001,2002,70.08108435
KEN,WHOSIS_000001,2014,63.63694431
GAB,WHOSIS_000001,2002,58.05614161
TGO,WHOSIS_000001,2016,62.01053382
SLE,WHOSIS_000001,2008,53.55359388
BRN,WHOSIS_000001,2019,76.67529662
AFR,WHOSIS_000001,2003,54.27104176
DZA,WHOSIS_000001,2012,75.63920415
THA,WHOSIS_000001,2014,76.7567559
GHA,WHOSIS_000001,2021,66.10178519
IRQ,WHOSIS_000001,2013,71.2340952
UKR,WHOSIS_000001,2004,67.43010343
WB_LMI,WHOSIS_000001,2012,67.39300802
ARE,WHOSIS_000001,2001,78.27568092
UKR,WHOSIS_000001,2000,67.55459596
MNG,WHOSIS_000001,2006,65.78316962
GTM,WHOSIS_000001,2002,69.34050502
SUR,WHOSIS_000001,2018,73.08581977
IND,WHOSIS_000001,2016,69.7812294
LBR,WHOSIS_000001,2000,53.27371266
SGP,WHOSIS_000001,2010,81.76163848
VEN,WHOSIS_000001,2004,74.41023981
CUB,WHOSIS_000001,2012,78.42125643
HUN,WHOSIS_000001,2019,76.33548535
CHL,WHOSIS_000001,2017,80.65876294
UKR,WHOSIS_000001,2008,67.905744
CRI,WHOSIS_000001,2008,80.2939043
KWT,WHOSIS_000001,2014,81.88077916
USA,WHOSIS_000001,2020,76.89250856
PRI,WHOSIS_000001,2011,78.60025958
SDN,WHOSIS_000001,2005,64.87410418
ATG,WHOSIS_000001,2010,75.57823922
LCA,WHOSIS_000001,2019,76.11613744
CIV,WHOSIS_000001,2004,52.80209302
AZE,WHOSIS_000001,2014,72.71925019
PNG,WHOSIS_000001,2006,63.77212081
GBR,WHOSIS_000001,2015,80.65863594
IRN,WHOSIS_000001,2018,77.69013655
COM,WHOSIS_000001,2008,65.33611843
SGP,WHOSIS_000001,2012,82.21523479
MDA,WHOSIS_000001,2018,72.90339608
GNB,WHOSIS_000001,2018,58.6003654
VUT,WHOSIS_000001,2008,65.68985149
RWA,WHOSIS_000001,2021,67.54213882
FIN,WHOSIS_000001,2015,81.19884704
GNB,WHOSIS_000001,2019,58.97631495
SLB,WHOSIS_000001,2010,64.36844431
ISL,WHOSIS_000001,2018,82.37332681
SLB,WHOSIS_000001,2008,64.05632367
HRV,WHOSIS_000001,2002,75.01293534
TGO,WHOSIS_000001,2010,59.15723761
GRD,WHOSIS_000001,2004,70.40655547
AUS,WHOSIS_000001,2007,81.37282665
GRD,WHOSIS_000001,2015,72.54736101
UGA,WHOSIS_000001,2008,57.97310088
MNG,WHOSIS_000001,2000,63.19839599
MMR,WHOSIS_000001,2012,65.86631653
RUS,WHOSIS_000001,2021,70.017337
SLE,WHOSIS_000001,2021,61.0228635
ERI,WHOSIS_000001,2010,60.44258181
VEN,WHOSIS_000001,2002,74.25516144
CAF,WHOSIS_000001,2018,52.13733768
ROU,WHOSIS_000001,2006,72.58593443
NLD,WHOSIS_000001,2001,78.21818271
UGA,WHOSIS_000001,2019,66.0878394
LUX,WHOSIS_000001,2008,80.56515483
MDG,WHOSIS_000001,2013,63.11657152
KIR,WHOSIS_000001,2003,60.80039427
EGY,WHOSIS_000001,2004,69.18228637
UGA,WHOSIS_000001,2021,65.98577935
BEL,WHOSIS_000001,2004,78.79615664
SDN,WHOSIS_000001,2009,66.44393468
CHE,WHOSIS_000001,2003,80.40439825
RUS,WHOSIS_000001,2006,66.48842347
BHS,WHOSIS_000001,2021,70.43274063
FSM,WHOSIS_000001,2006,64.28893329
WB_HI,WHOSIS_000001,2011,80.00535625
MRT,WHOSIS_000001,2011,68.79857098
PSE,WHOSIS_000001,2021,73.49178033
ESP,WHOSIS_000001,2010,81.693057
BRB,WHOSIS_000001,2015,76.29023437
CIV,WHOSIS_000001,2011,57.55420401
AFR,WHOSIS_000001,2015,62.45046693
PRK,WHOSIS_000001,2003,69.38323785
LAO,WHOSIS_000001,2004,60.73825821
EUR,WHOSIS_000001,2001,72.67016514
TUR,WHOSIS_000001,2011,76.69522957
KGZ,WHOSIS_000001,2001,66.68305593
WB_LMI,WHOSIS_000001,2008,65.5652106
BLZ,WHOSIS_000001,2004,72.03089544
NLD,WHOSIS_000001,2004,79.09591855
WPR,WHOSIS_000001,2001,72.23557905
BRA,WHOSIS_000001,2010,73.92337469
SVN,WHOSIS_000001,2001,76.22393944
ISL,WHOSIS_000001,2007,81.14698057
JOR,WHOSIS_000001,2013,77.52470069
IRQ,WHOSIS_000001,2003,68.91366628
GIN,WHOSIS_000001,2000,54.19541328
AMR,WHOSIS_000001,2002,74.50152763
ARM,WHOSIS_000001,2015,74.27859114
TUN,WHOSIS_000001,2012,76.52515319
KAZ,WHOSIS_000001,2012,69.67761395
FIN,WHOSIS_000001,2001,78.01784738
SLV,WHOSIS_000001,2008,74.41041249
NPL,WHOSIS_000001,2020,70.98964531
KHM,WHOSIS_000001,2006,64.39387062
SGP,WHOSIS_000001,2016,83.24199269
ISR,WHOSIS_000001,2008,80.42212771
SYR,WHOSIS_000001,2007,73.62412875
WSM,WHOSIS_000001,2012,70.27478818
TUR,WHOSIS_000001,2016,76.66589183
MRT,WHOSIS_000001,2015,69.45426817
TCD,WHOSIS_000001,2003,52.10728656
PRT,WHOSIS_000001,2006,78.74114417
ETH,WHOSIS_000001,2004,55.83373985
LCA,WHOSIS_000001,2007,75.22231763
CRI,WHOSIS_000001,2019,80.30073211
MDA,WHOSIS_000001,2011,69.82070445
KGZ,WHOSIS_000001,2017,72.80933995
WB_LI,WHOSIS_000001,2008,59.5862953
GHA,WHOSIS_000001,2003,59.53762932
TJK,WHOSIS_000001,2017,73.18915767
BDI,WHOSIS_000001,2013,61.79608792
CAN,WHOSIS_000001,2006,80.37081942
KEN,WHOSIS_000001,2018,66.06922549
PRY,WHOSIS_000001,2014,75.31468858
BFA,WHOSIS_000001,2018,62.36096547
NZL,WHOSIS_000001,2010,80.9444522
IRN,WHOSIS_000001,2002,74.01828515
COM,WHOSIS_000001,2002,63.12089097
JPN,WHOSIS_000001,2003,82.14025197
NLD,WHOSIS_000001,2011,80.95610777
DOM,WHOSIS_000001,2011,74.02906414
DNK,WHOSIS_000001,2019,81.27895276
GHA,WHOSIS_000001,2007,60.66755486
MNG,WHOSIS_000001,2003,64.44695031
NPL,WHOSIS_000001,2010,69.47191971
BLR,WHOSIS_000001,2007,70.20054242
ARG,WHOSIS_000001,2005,75.25530861
ESP,WHOSIS_000001,2008,80.97341639
LUX,WHOSIS_000001,2017,82.70166924
DNK,WHOSIS_000001,2010,79.16903741
BHR,WHOSIS_000001,2020,74.85398109
CAN,WHOSIS_000001,2011,81.40188658
IDN,WHOSIS_000001,2007,68.63781807
MDA,WHOSIS_000001,2004,66.63893532
ISR,WHOSIS_000001,2012,81.57002049
KWT,WHOSIS_000001,2020,78.76948984
VCT,WHOSIS_000001,2009,73.56239685
FJI,WHOSIS_000001,2005,67.08454719
ECU,WHOSIS_000001,2001,73.06545756
IND,WHOSIS_000001,2010,67.480793
DNK,WHOSIS_000001,2007,78.29892667
PRY,WHOSIS_000001,2012,75.12046624
ALB,WHOSIS_000001,2015,77.76638448
PAN,WHOSIS_000001,2006,76.72660117
DNK,WHOSIS_000001,2017,80.94104357
SOM,WHOSIS_000001,2014,53.08816189
NER,WHOSIS_000001,2003,52.7806989
NGA,WHOSIS_000001,2005,56.9174905
MUS,WHOSIS_000001,2004,71.98706152
ARG,WHOSIS_000001,2016,76.12474817
AZE,WHOSIS_000001,2018,75.13145241
JAM,WHOSIS_000001,2001,72.14321688
RWA,WHOSIS_000001,2018,67.62644841
SYC,WHOSIS_000001,2012,73.25421096
DZA,WHOSIS_000001,2008,74.83898594
TLS,WHOSIS_000001,2013,67.45652515
ESP,WHOSIS_000001,2021,82.66267258
CHL,WHOSIS_000001,2016,80.46247256
BHS,WHOSIS_000001,2020,72.61586296
SVK,WHOSIS_000001,2011,75.93326104
ZMB,WHOSIS_000001,2019,61.76313302
NLD,WHOSIS_000001,2021,81.12478594
TGO,WHOSIS_000001,2007,57.69120242
GTM,WHOSIS_000001,2018,72.72918484
ESP,WHOSIS_000001,2014,82.58446278
DOM,WHOSIS_000001,2019,73.91314074
HUN,WHOSIS_000001,2003,72.45014443
SVN,WHOSIS_000001,2018,80.95873943
AGO,WHOSIS_000001,2019,62.49147407
TTO,WHOSIS_000001,2004,71.34856579
CHN,WHOSIS_000001,2001,71.13400253
ETH,WHOSIS_000001,2006,58.32029564
EMR,WHOSIS_000001,2015,68.93543861
QAT,WHOSIS_000001,2017,78.5144035
ZWE,WHOSIS_000001,2000,45.74529001
IRL,WHOSIS_000001,2002,77.48003704
GAB,WHOSIS_000001,2007,60.67060002
BLZ,WHOSIS_000001,2021,73.32055336
BDI,WHOSIS_000001,2003,47.93043118
SLB,WHOSIS_000001,2019,65.67290557
BLR,WHOSIS_000001,2008,70.33830973
TTO,WHOSIS_000001,2020,73.63599489
VEN,WHOSIS_000001,2007,74.52946535
SYR,WHOSIS_000001,2004,72.88238933
LSO,WHOSIS_000001,2019,51.77851899
JPN,WHOSIS_000001,2012,83.32740995
LSO,WHOSIS_000001,2003,45.64538324
BLZ,WHOSIS_000001,2015,74.30568158
CMR,WHOSIS_000001,2018,61.3869156
STP,WHOSIS_000001,2006,66.784757
TON,WHOSIS_000001,2010,72.11458049
COG,WHOSIS_000001,2005,56.51057672
BOL,WHOSIS_000001,2020,67.11714577
IRN,WHOSIS_000001,2008,75.92719356
TKM,WHOSIS_000001,2006,65.67349206
WPR,WHOSIS_000001,2021,77.41814299
BWA,WHOSIS_000001,2001,46.70431922
CAN,WHOSIS_000001,2014,81.59103957
KOR,WHOSIS_000001,2015,82.40187033
NER,WHOSIS_000001,2005,54.754071
SYR,WHOSIS_000001,2014,60.24065156
CHN,WHOSIS_000001,2002,71.4546616
MKD,WHOSIS_000001,2012,74.93753664
IRL,WHOSIS_000001,2015,81.13790588
EMR,WHOSIS_000001,2019,70.18316524
GRC,WHOSIS_000001,2017,80.69403193
WB_LMI,WHOSIS_000001,2016,68.75196172
BLR,WHOSIS_000001,2009,70.47736788
IRN,WHOSIS_000001,2013,77.19669632
UGA,WHOSIS_000001,2004,53.13418916
IRQ,WHOSIS_000001,2002,70.04461594
GTM,WHOSIS_000001,2007,70.68269963
TTO,WHOSIS_000001,2016,73.83467512
TLS,WHOSIS_000001,2020,68.91671885
BRA,WHOSIS_000001,2012,74.28196582
MLT,WHOSIS_000001,2005,79.12587951
BTN,WHOSIS_000001,2019,73.93027807
GAB,WHOSIS_000001,2010,61.73354089
NZL,WHOSIS_000001,2020,82.5016081
TUN,WHOSIS_000001,2004,75.17294716
SLB,WHOSIS_000001,2017,65.4106128
VEN,WHOSIS_000001,2012,74.44482492
BEL,WHOSIS_000001,2003,78.11449295
SWZ,WHOSIS_000001,2017,53.80924436
EGY,WHOSIS_000001,2002,68.85252001
PER,WHOSIS_000001,2012,79.02001015
CYP,WHOSIS_000001,2011,81.38772648
YEM,WHOSIS_000001,2001,63.62361632
SAU,WHOSIS_000001,2020,76.05844679
LBN,WHOSIS_000001,2013,78.16479469
HUN,WHOSIS_000001,2000,71.36114531
TKM,WHOSIS_000001,2001,65.9484733
BTN,WHOSIS_000001,2000,65.98956136
HUN,WHOSIS_000001,2009,74.22416063
MKD,WHOSIS_000001,2004,73.62319794
CAN,WHOSIS_000001,2003,79.5801332
TGO,WHOSIS_000001,2000,56.07824585
IRL,WHOSIS_000001,2009,79.53106576
SWZ,WHOSIS_000001,2015,52.11336327
KWT,WHOSIS_000001,2009,79.20188159
VNM,WHOSIS_000001,2014,72.95094965
COG,WHOSIS_000001,2010,60.60462815
WSM,WHOSIS_000001,2007,70.4708852
VCT,WHOSIS_000001,2019,73.10795228
MLI,WHOSIS_000001,2020,61.46815324
WPR,WHOSIS_000001,2019,77.48911331
CIV,WHOSIS_000001,2015,60.9342411
BLR,WHOSIS_000001,2020,73.01027649
GRC,WHOSIS_000001,2007,79.45113677
DZA,WHOSIS_000001,2015,76.06909233
AUT,WHOSIS_000001,2011,80.73795859
NPL,WHOSIS_000001,2006,68.54567896
ISL,WHOSIS_000001,2021,82.57766731
ROU,WHOSIS_000001,2020,74.09623224
BHR,WHOSIS_000001,2003,70.65076259
TGO,WHOSIS_000001,2004,56.74808404
DNK,WHOSIS_000001,2018,80.82345271
WB_UMI,WHOSIS_000001,2002,70.1811273
LCA,WHOSIS_000001,2011,76.24846107
NPL,WHOSIS_000001,2011,69.60828031
AUT,WHOSIS_000001,2016,81.38820091
UGA,WHOSIS_000001,2007,56.83050321
GIN,WHOSIS_000001,2004,56.03427492
NGA,WHOSIS_000001,2014,61.37523759
BHR,WHOSIS_000001,2017,75.71095601
AMR,WHOSIS_000001,2015,76.79070798
RWA,WHOSIS_000001,2019,67.75562916
MWI,WHOSIS_000001,2016,62.19781015
EGY,WHOSIS_000001,2010,69.83444177
HND,WHOSIS_000001,2001,69.91583233
PER,WHOSIS_000001,2004,76.9955842
GHA,WHOSIS_000001,2017,65.08594377
LBR,WHOSIS_000001,2004,56.44158136
SUR,WHOSIS_000001,2017,73.2092718
BRB,WHOSIS_000001,2005,74.96322109
TCD,WHOSIS_000001,2002,51.79475115
SSD,WHOSIS_000001,2011,58.95406766
CHE,WHOSIS_000001,2002,80.41025592
MRT,WHOSIS_000001,2021,68.86843813
CIV,WHOSIS_000001,2017,62.27592918
GUY,WHOSIS_000001,2018,68.74661773
SLE,WHOSIS_000001,2003,51.5179057
PRT,WHOSIS_000001,2007,78.95554595
AUT,WHOSIS_000001,2001,78.64264138
LBY,WHOSIS_000001,2014,72.6011445
MWI,WHOSIS_000001,2004,48.06087588
CHE,WHOSIS_000001,2011,82.36855875
YEM,WHOSIS_000001,2011,68.13030665
COM,WHOSIS_000001,2000,62.03733666
BLZ,WHOSIS_000001,2002,71.34369042
COD,WHOSIS_000001,2004,54.34409074
EGY,WHOSIS_000001,2017,71.25138812
BEN,WHOSIS_000001,2012,61.81459199
MEX,WHOSIS_000001,2021,70.83258685
SLV,WHOSIS_000001,2020,72.06392712
ECU,WHOSIS_000001,2007,74.34691701
AMR,WHOSIS_000001,2005,75.28865511
FJI,WHOSIS_000001,2010,67.3135839
NER,WHOSIS_000001,2006,55.74288168
SGP,WHOSIS_000001,2018,83.50811882
THA,WHOSIS_000001,2015,76.97043175
ITA,WHOSIS_000001,2016,82.86744999
ZAF,WHOSIS_000001,2006,52.10797353
SYC,WHOSIS_000001,2018,73.08090426
DNK,WHOSIS_000001,2003,77.31785032
GRD,WHOSIS_000001,2000,71.59448817
MAR,WHOSIS_000001,2005,71.23383994
KAZ,WHOSIS_000001,2005,65.06712568
UKR,WHOSIS_000001,2003,67.52472284
CHE,WHOSIS_000001,2014,82.84919576
USA,WHOSIS_000001,2002,76.84998093
IND,WHOSIS_000001,2013,68.51609058
ZAF,WHOSIS_000001,2014,62.78312708
GUY,WHOSIS_000001,2020,66.93943966
HUN,WHOSIS_000001,2021,74.39546955
PRI,WHOSIS_000001,2009,78.42308292
EMR,WHOSIS_000001,2013,68.82100699
BRB,WHOSIS_000001,2011,76.02367426
KIR,WHOSIS_000001,2007,61.1868882
MLT,WHOSIS_000001,2020,82.01477782
SSD,WHOSIS_000001,2016,59.18616055
MUS,WHOSIS_000001,2012,73.69029649
ARE,WHOSIS_000001,2012,80.30618497
AUS,WHOSIS_000001,2011,81.93172968
BLR,WHOSIS_000001,2010,70.35076033
ITA,WHOSIS_000001,2011,81.82897949
VNM,WHOSIS_000001,2006,72.23737668
MWI,WHOSIS_000001,2000,44.64126346
PRI,WHOSIS_000001,2004,77.47011967
POL,WHOSIS_000001,2019,77.72984544
SAU,WHOSIS_000001,2002,71.0757645
BHR,WHOSIS_000001,2011,74.19533253
JPN,WHOSIS_000001,2010,83.08330199
MDV,WHOSIS_000001,2019,75.44939578
GLOBAL,WHOSIS_000001,2003,67.61658
RUS,WHOSIS_000001,2020,71.37748039
CIV,WHOSIS_000001,2003,52.20445217
IRQ,WHOSIS_000001,2021,71.46632369
TZA,WHOSIS_000001,2016,65.60342077
MEX,WHOSIS_000001,2000,74.21831002
HND,WHOSIS_000001,2005,70.54437222
CMR,WHOSIS_000001,2000,52.95852821
TZA,WHOSIS_000001,2008,60.43730538
PAK,WHOSIS_000001,2003,62.14630981
PRK,WHOSIS_000001,2019,72.31891378
GRC,WHOSIS_000001,2013,80.77961776
TZA,WHOSIS_000001,2002,54.24829544
BRN,WHOSIS_000001,2002,75.90522385
OMN,WHOSIS_000001,2013,73.91615999
GUY,WHOSIS_000001,2015,66.95276619
BGR,WHOSIS_000001,2001,71.85118008
RUS,WHOSIS_000001,2005,65.18978014
GBR,WHOSIS_000001,2003,78.14795765
SLE,WHOSIS_000001,2018,59.8662114
KWT,WHOSIS_000001,2019,82.50221054
JPN,WHOSIS_000001,2006,82.59216336
ETH,WHOSIS_000001,2020,68.79596101
AUT,WHOSIS_000001,2012,80.71875852
PRI,WHOSIS_000001,2016,80.23535619
GAB,WHOSIS_000001,2011,62.08769123
SGP,WHOSIS_000001,2021,83.85708962
GNQ,WHOSIS_000001,2014,61.53172347
GNB,WHOSIS_000001,2021,58.62801846
SSD,WHOSIS_000001,2015,59.27637583
BHR,WHOSIS_000001,2021,74.38371772
BOL,WHOSIS_000001,2015,71.94895895
QAT,WHOSIS_000001,2001,70.31526721
MYS,WHOSIS_000001,2004,73.82138244
