country_code,indicator,year,value
CAN,WHOSIS_000015,2005,23.24616729
MLI,WHOSIS_000015,2008,16.46042121
GNQ,WHOSIS_000015,2021,16.57910261
CHE,WHOSIS_000015,2003,23.38773503
GEO,WHOSIS_000015,2011,17.84441534
SOM,WHOSIS_000015,2020,12.88583999
DEU,WHOSIS_000015,2011,23.40793894
DEU,WHOSIS_000015,2017,23.40789402
TJK,WHOSIS_000015,2013,18.84993445
NGA,WHOSIS_000015,2000,16.22189302
AUT,WHOSIS_000015,2007,23.15608969
BRA,WHOSIS_000015,2010,20.5981497
GRC,WHOSIS_000015,2007,22.71799775
BGR,WHOSIS_000015,2015,19.41411034
TCD,WHOSIS_000015,2003,14.61200883
KGZ,WHOSIS_000015,2006,16.56687079
KWT,WHOSIS_000015,2018,25.86548228
CPV,WHOSIS_000015,2008,21.82259939
TUN,WHOSIS_000015,2003,20.41765596
PRT,WHOSIS_000015,2019,24.19774619
ZWE,WHOSIS_000015,2002,13.03957989
DNK,WHOSIS_000015,2002,20.68298465
MLT,WHOSIS_000015,2014,24.02027761
AUS,WHOSIS_000015,2006,24.014283
BOL,WHOSIS_000015,2013,18.90344691
NER,WHOSIS_000015,2009,16.74396918
MLT,WHOSIS_000015,2010,23.20115555
SUR,WHOSIS_000015,2011,20.93550125
WB_LI,WHOSIS_000015,2014,16.67991423
ATG,WHOSIS_000015,2016,20.18902347
ARG,WHOSIS_000015,2001,20.21238424
NLD,WHOSIS_000015,2008,22.97955005
COM,WHOSIS_000015,2005,17.13291906
SVK,WHOSIS_000015,2018,21.11305297
BWA,WHOSIS_000015,2020,17.3805803
JAM,WHOSIS_000015,2019,18.66014287
VCT,WHOSIS_000015,2018,20.66711387
KIR,WHOSIS_000015,2005,14.49306753
WPR,WHOSIS_000015,2019,21.75437465
TON,WHOSIS_000015,2011,18.62296459
CHN,WHOSIS_000015,2012,19.8539355
SVK,WHOSIS_000015,2000,18.50659101
SGP,WHOSIS_000015,2003,22.38630261
ATG,WHOSIS_000015,2014,20.24882783
PSE,WHOSIS_000015,2016,19.2922462
COL,WHOSIS_000015,2000,20.29118566
ISR,WHOSIS_000015,2017,24.71390349
COG,WHOSIS_000015,2016,15.37263063
HRV,WHOSIS_000015,2010,20.56425802
ISR,WHOSIS_000015,2013,24.38772661
WB_LMI,WHOSIS_000015,2015,18.40315524
SRB,WHOSIS_000015,2019,19.72716413
WPR,WHOSIS_000015,2012,20.76660849
NER,WHOSIS_000015,2020,16.63392538
SVK,WHOSIS_000015,2017,20.97079807
GEO,WHOSIS_000015,2019,19.04885748
SYC,WHOSIS_000015,2018,19.35781844
SVN,WHOSIS_000015,2016,23.58383029
LSO,WHOSIS_000015,2017,12.48104123
YEM,WHOSIS_000015,2013,18.27228313
TJK,WHOSIS_000015,2003,17.06653668
SVN,WHOSIS_000015,2005,21.2297158
IND,WHOSIS_000015,2021,15.61533477
ROU,WHOSIS_000015,2018,19.98056271
MNE,WHOSIS_000015,2000,18.94388492
LBR,WHOSIS_000015,2011,16.27679786
GIN,WHOSIS_000015,2017,16.28814556
ERI,WHOSIS_000015,2013,14.49083448
MWI,WHOSIS_000015,2006,13.83451961
TON,WHOSIS_000015,2003,18.03414153
SRB,WHOSIS_000015,2002,17.47383552
ESP,WHOSIS_000015,2003,22.85473388
MEX,WHOSIS_000015,2010,21.41510387
VCT,WHOSIS_000015,2005,20.34061569
MAR,WHOSIS_000015,2021,18.03412862
AGO,WHOSIS_000015,2005,14.79405924
ZAF,WHOSIS_000015,2004,16.44374395
SLB,WHOSIS_000015,2003,14.68675761
GAB,WHOSIS_000015,2016,16.12462817
BEN,WHOSIS_000015,2016,17.40232837
DZA,WHOSIS_000015,2008,20.73952513
DOM,WHOSIS_000015,2016,22.271071
GUY,WHOSIS_000015,2008,16.72394091
LBN,WHOSIS_000015,2016,22.6991358
AZE,WHOSIS_000015,2007,17.13638144
SLE,WHOSIS_000015,2007,14.98579171
IDN,WHOSIS_000015,2020,16.51254094
BRA,WHOSIS_000015,2013,20.87882612
GRD,WHOSIS_000015,2001,17.32421619
KHM,WHOSIS_000015,2001,15.50159715
HTI,WHOSIS_000015,2019,16.25306966
LBY,WHOSIS_000015,2008,20.27031987
TZA,WHOSIS_000015,2003,15.89367927
JOR,WHOSIS_000015,2008,20.68299
NIC,WHOSIS_000015,2010,23.45115155
AUS,WHOSIS_000015,2009,24.64552898
IRQ,WHOSIS_000015,2015,20.03373207
BDI,WHOSIS_000015,2020,16.27267192
CYP,WHOSIS_000015,2000,21.8288678
JAM,WHOSIS_000015,2003,19.11595229
MDG,WHOSIS_000015,2006,15.4065732
BEN,WHOSIS_000015,2015,17.28559063
NOR,WHOSIS_000015,2013,23.86963578
TON,WHOSIS_000015,2001,18.10903364
PRY,WHOSIS_000015,2012,21.54972804
ARM,WHOSIS_000015,2012,18.9442431
COD,WHOSIS_000015,2015,15.56767987
MEX,WHOSIS_000015,2017,22.15391832
GBR,WHOSIS_000015,2017,23.76817746
GEO,WHOSIS_000015,2003,17.65219707
TJK,WHOSIS_000015,2020,17.20143389
SEN,WHOSIS_000015,2015,17.80365492
DOM,WHOSIS_000015,2012,22.09012224
VNM,WHOSIS_000015,2008,18.80298108
ARG,WHOSIS_000015,2021,19.5721278
JOR,WHOSIS_000015,2003,19.18196398
HRV,WHOSIS_000015,2017,21.35750253
ARM,WHOSIS_000015,2010,18.50804028
ERI,WHOSIS_000015,2005,13.73691839
GUY,WHOSIS_000015,2012,17.0053846
LBN,WHOSIS_000015,2019,23.1754311
COD,WHOSIS_000015,2014,15.47810016
NOR,WHOSIS_000015,2017,24.43612471
NOR,WHOSIS_000015,2021,24.83429165
MDG,WHOSIS_000015,2007,15.56691694
SDN,WHOSIS_000015,2021,17.48952589
LCA,WHOSIS_000015,2006,20.99540015
ARM,WHOSIS_000015,2007,18.27474875
DZA,WHOSIS_000015,2007,20.67022781
ARG,WHOSIS_000015,2020,20.74698123
GTM,WHOSIS_000015,2006,20.42780034
WB_LI,WHOSIS_000015,2015,16.78376316
DEU,WHOSIS_000015,2006,22.76622158
QAT,WHOSIS_000015,2017,21.6465485
NOR,WHOSIS_000015,2009,23.47516058
MAR,WHOSIS_000015,2009,19.10879048
BHR,WHOSIS_000015,2011,17.61000274
GNQ,WHOSIS_000015,2002,15.88002891
SLB,WHOSIS_000015,2007,14.79426958
GBR,WHOSIS_000015,2010,23.36604826
MDA,WHOSIS_000015,2005,14.6148882
SVK,WHOSIS_000015,2001,18.57526371
EST,WHOSIS_000015,2002,18.81660503
CHE,WHOSIS_000015,2008,24.4513733
BOL,WHOSIS_000015,2012,18.81812641
OMN,WHOSIS_000015,2021,17.25225916
OMN,WHOSIS_000015,2010,18.0579423
SDN,WHOSIS_000015,2000,17.36381283
IDN,WHOSIS_000015,2002,17.33407977
CHL,WHOSIS_000015,2001,21.35578339
ARG,WHOSIS_000015,2009,21.28153819
SSD,WHOSIS_000015,2021,15.07478943
LUX,WHOSIS_000015,2015,24.50815495
LVA,WHOSIS_000015,2004,18.31224662
KIR,WHOSIS_000015,2007,14.56758706
UZB,WHOSIS_000015,2004,13.58440131
SAU,WHOSIS_000015,2012,21.55830854
NGA,WHOSIS_000015,2004,16.63311315
HND,WHOSIS_000015,2014,17.61968468
MDA,WHOSIS_000015,2019,19.02354801
GNQ,WHOSIS_000015,2001,15.45674302
JAM,WHOSIS_000015,2021,16.74948104
LBY,WHOSIS_000015,2007,20.68056403
MRT,WHOSIS_000015,2002,17.36128761
ISR,WHOSIS_000015,2008,23.46734988
LBY,WHOSIS_000015,2013,20.1020652
VNM,WHOSIS_000015,2019,19.5535056
KWT,WHOSIS_000015,2016,25.57557669
HUN,WHOSIS_000015,2001,18.68715599
PNG,WHOSIS_000015,2003,16.03701599
CHL,WHOSIS_000015,2021,22.8924484
SWZ,WHOSIS_000015,2004,11.22371022
SAU,WHOSIS_000015,2010,20.17116926
MAR,WHOSIS_000015,2017,18.96967251
BOL,WHOSIS_000015,2000,17.79635954
PSE,WHOSIS_000015,2005,17.33573615
ARM,WHOSIS_000015,2001,18.16175025
BIH,WHOSIS_000015,2007,20.30020945
ERI,WHOSIS_000015,2015,14.7331296
AFR,WHOSIS_000015,2011,16.63164189
MOZ,WHOSIS_000015,2013,14.02615763
PRT,WHOSIS_000015,2016,23.81551901
VUT,WHOSIS_000015,2001,15.25270507
NZL,WHOSIS_000015,2010,24.20332271
COD,WHOSIS_000015,2017,15.80468148
CHE,WHOSIS_000015,2013,24.80470979
PNG,WHOSIS_000015,2017,16.71155511
FJI,WHOSIS_000015,2017,15.88940233
CIV,WHOSIS_000015,2002,14.56947113
ETH,WHOSIS_000015,2004,14.72727127
FSM,WHOSIS_000015,2018,16.00571666
TUR,WHOSIS_000015,2021,19.32040067
MOZ,WHOSIS_000015,2002,14.67129937
MAR,WHOSIS_000015,2004,19.08893424
ZAF,WHOSIS_000015,2001,16.90019976
BEL,WHOSIS_000015,2020,23.15999598
UGA,WHOSIS_000015,2001,14.05574831
POL,WHOSIS_000015,2008,20.57182394
SWZ,WHOSIS_000015,2003,11.44361359
COG,WHOSIS_000015,2017,15.44242371
PRY,WHOSIS_000015,2020,20.8720344
LBN,WHOSIS_000015,2008,21.64836216
ALB,WHOSIS_000015,2009,20.76324845
BRA,WHOSIS_000015,2009,20.6297142
AUS,WHOSIS_000015,2017,25.31408651
BRA,WHOSIS_000015,2003,19.94270454
WSM,WHOSIS_000015,2018,17.58076207
ZWE,WHOSIS_000015,2015,14.04506685
MEX,WHOSIS_000015,2000,21.44189667
LTU,WHOSIS_000015,2007,19.01982172
IRL,WHOSIS_000015,2019,24.26239256
IRL,WHOSIS_000015,2012,23.28650189
LSO,WHOSIS_000015,2014,12.02600769
DEU,WHOSIS_000015,2008,22.92846481
SEAR,WHOSIS_000015,2020,18.11999956
IRQ,WHOSIS_000015,2017,20.19696426
KEN,WHOSIS_000015,2008,16.38225452
PNG,WHOSIS_000015,2000,16.02290776
JPN,WHOSIS_000015,2014,26.20940998
RWA,WHOSIS_000015,2004,14.87272266
NLD,WHOSIS_000015,2014,23.90268508
MLT,WHOSIS_000015,2003,21.49738989
GRD,WHOSIS_000015,2016,18.28140107
VEN,WHOSIS_000015,2014,21.15745166
MRT,WHOSIS_000015,2013,18.62608146
CAF,WHOSIS_000015,2014,12.07025106
SLV,WHOSIS_000015,2017,21.46669996
BWA,WHOSIS_000015,2003,14.25208708
BEN,WHOSIS_000015,2002,16.43985677
ECU,WHOSIS_000015,2004,21.22697044
ARM,WHOSIS_000015,2004,17.86949654
EMR,WHOSIS_000015,2001,17.57673311
BDI,WHOSIS_000015,2004,14.02370148
SVN,WHOSIS_000015,2012,22.91513934
ITA,WHOSIS_000015,2003,22.78794494
VUT,WHOSIS_000015,2008,15.45477064
TKM,WHOSIS_000015,2021,18.18860493
WB_LMI,WHOSIS_000015,2010,17.98030778
GNQ,WHOSIS_000015,2020,16.1585787
MNG,WHOSIS_000015,2019,18.48909879
BHS,WHOSIS_000015,2006,20.75420945
KWT,WHOSIS_000015,2019,25.47052373
NGA,WHOSIS_000015,2002,16.35295204
BHS,WHOSIS_000015,2004,20.21523202
GUY,WHOSIS_000015,2014,17.17984078
LCA,WHOSIS_000015,2000,19.97920138
SYR,WHOSIS_000015,2015,18.45401762
MEX,WHOSIS_000015,2020,18.52255688
THA,WHOSIS_000015,2015,23.61838601
FRA,WHOSIS_000015,2021,24.86038365
CRI,WHOSIS_000015,2008,24.39240447
CAF,WHOSIS_000015,2017,12.36547821
AUS,WHOSIS_000015,2013,25.12711944
DZA,WHOSIS_000015,2001,20.11429223
LVA,WHOSIS_000015,2017,20.35794624
TZA,WHOSIS_000015,2016,17.81838992
WSM,WHOSIS_000015,2003,17.2806761
NZL,WHOSIS_000015,2021,25.07249201
PRY,WHOSIS_000015,2008,21.89957487
WB_UMI,WHOSIS_000015,2009,19.28034119
ECU,WHOSIS_000015,2003,21.28338773
BRN,WHOSIS_000015,2013,20.80764856
ERI,WHOSIS_000015,2016,14.84804168
TON,WHOSIS_000015,2018,18.98493704
MYS,WHOSIS_000015,2010,18.94758547
SVK,WHOSIS_000015,2012,20.34286159
GAB,WHOSIS_000015,2015,16.04157748
ZWE,WHOSIS_000015,2013,13.83942722
LVA,WHOSIS_000015,2009,19.23619893
CAN,WHOSIS_000015,2017,24.76217
LSO,WHOSIS_000015,2016,12.19908941
GUY,WHOSIS_000015,2006,16.42954107
CMR,WHOSIS_000015,2002,14.70108213
KHM,WHOSIS_000015,2015,17.12916164
SWZ,WHOSIS_000015,2014,13.04491779
ARM,WHOSIS_000015,2018,20.21247961
LUX,WHOSIS_000015,2012,23.96292943
RUS,WHOSIS_000015,2013,18.95366581
PAN,WHOSIS_000015,2018,23.71166561
SLV,WHOSIS_000015,2011,22.55498671
BHR,WHOSIS_000015,2007,16.09066278
KAZ,WHOSIS_000015,2004,16.26957369
AFR,WHOSIS_000015,2018,17.45958243
GRD,WHOSIS_000015,2009,16.44855262
ISR,WHOSIS_000015,2015,24.30122003
HTI,WHOSIS_000015,2006,15.39950851
MNG,WHOSIS_000015,2006,15.94932178
THA,WHOSIS_000015,2019,23.43124953
TUR,WHOSIS_000015,2002,21.08437554
KOR,WHOSIS_000015,2014,24.93753981
COD,WHOSIS_000015,2019,15.99064596
JPN,WHOSIS_000015,2020,26.8524946
LVA,WHOSIS_000015,2020,20.4331359
JOR,WHOSIS_000015,2004,19.06138409
CIV,WHOSIS_000015,2005,14.77881339
QAT,WHOSIS_000015,2020,20.06144782
THA,WHOSIS_000015,2012,22.94987758
MOZ,WHOSIS_000015,2004,14.58434722
COM,WHOSIS_000015,2001,16.37895086
ARM,WHOSIS_000015,2015,19.21967467
CYP,WHOSIS_000015,2019,24.36308317
WSM,WHOSIS_000015,2007,17.54576302
FIN,WHOSIS_000015,2012,23.52072681
THA,WHOSIS_000015,2008,21.71564568
NER,WHOSIS_000015,2004,16.21656027
CZE,WHOSIS_000015,2009,20.80738663
OMN,WHOSIS_000015,2006,18.94153333
PRT,WHOSIS_000015,2012,23.42370468
BFA,WHOSIS_000015,2011,15.97056364
COD,WHOSIS_000015,2011,15.12714196
KGZ,WHOSIS_000015,2013,18.23476894
VEN,WHOSIS_000015,2010,21.71416716
JOR,WHOSIS_000015,2000,18.72572486
SYR,WHOSIS_000015,2017,18.44249338
UGA,WHOSIS_000015,2002,14.23595451
SWZ,WHOSIS_000015,2017,13.77897828
JAM,WHOSIS_000015,2017,18.75676734
FSM,WHOSIS_000015,2016,15.90696281
KAZ,WHOSIS_000015,2017,19.00180099
ECU,WHOSIS_000015,2020,18.58515564
VCT,WHOSIS_000015,2000,19.46213246
SEAR,WHOSIS_000015,2018,18.82941532
LTU,WHOSIS_000015,2016,20.48475107
CRI,WHOSIS_000015,2021,23.49588935
NIC,WHOSIS_000015,2013,23.52671405
BLZ,WHOSIS_000015,2012,21.96732524
NPL,WHOSIS_000015,2003,18.46870495
GRD,WHOSIS_000015,2002,16.87491763
BDI,WHOSIS_000015,2014,16.27461997
ARM,WHOSIS_000015,2019,20.10008321
AUT,WHOSIS_000015,2011,23.66384116
FRA,WHOSIS_000015,2004,23.75889842
GRD,WHOSIS_000015,2019,18.39003401
HTI,WHOSIS_000015,2002,15.29936521
MNE,WHOSIS_000015,2008,19.42671321
BRB,WHOSIS_000015,2007,20.71637951
LSO,WHOSIS_000015,2019,12.71142357
ROU,WHOSIS_000015,2007,18.98291281
PHL,WHOSIS_000015,2017,17.74437273
GRD,WHOSIS_000015,2005,16.2038237
NLD,WHOSIS_000015,2021,23.47039396
JPN,WHOSIS_000015,2015,26.3223146
MDA,WHOSIS_000015,2009,16.00693874
GLOBAL,WHOSIS_000015,2004,19.14299196
KAZ,WHOSIS_000015,2020,17.43575116
DOM,WHOSIS_000015,2018,22.38603136
MDA,WHOSIS_000015,2021,15.94786528
KGZ,WHOSIS_000015,2011,17.50526957
THA,WHOSIS_000015,2007,21.48109841
ECU,WHOSIS_000015,2017,22.44692962
AFR,WHOSIS_000015,2001,15.42727086
CIV,WHOSIS_000015,2004,14.62857085
SVK,WHOSIS_000015,2004,19.01742769
AGO,WHOSIS_000015,2017,16.42281236
CUB,WHOSIS_000015,2011,22.34276287
MDV,WHOSIS_000015,2017,21.16173299
EST,WHOSIS_000015,2004,19.14603193
BRN,WHOSIS_000015,2020,21.06848054
POL,WHOSIS_000015,2006,20.3347129
SYC,WHOSIS_000015,2016,19.40680268
AZE,WHOSIS_000015,2013,18.20433717
TUR,WHOSIS_000015,2005,21.72971312
TKM,WHOSIS_000015,2011,18.57782675
GLOBAL,WHOSIS_000015,2019,21.02954663
MDV,WHOSIS_000015,2009,18.48205744
CHL,WHOSIS_000015,2018,24.5235179
CHL,WHOSIS_000015,2009,23.18764776
HND,WHOSIS_000015,2020,16.87595029
IND,WHOSIS_000015,2009,18.04537628
SOM,WHOSIS_000015,2018,13.4528206
STP,WHOSIS_000015,2005,17.02525118
WB_HI,WHOSIS_000015,2007,23.09791626
LBR,WHOSIS_000015,2008,16.27179724
POL,WHOSIS_000015,2021,19.7639409
AZE,WHOSIS_000015,2010,16.87555162
PER,WHOSIS_000015,2011,24.08353447
BHS,WHOSIS_000015,2005,20.64884663
NLD,WHOSIS_000015,2005,22.27500982
UZB,WHOSIS_000015,2007,13.74872507
MMR,WHOSIS_000015,2001,14.91920109
ROU,WHOSIS_000015,2003,17.98014162
ZMB,WHOSIS_000015,2018,15.92342984
BRN,WHOSIS_000015,2021,21.34500839
GNB,WHOSIS_000015,2013,13.96302625
NZL,WHOSIS_000015,2020,25.32589153
DZA,WHOSIS_000015,2013,21.10761253
CRI,WHOSIS_000015,2012,24.50036202
TKM,WHOSIS_000015,2008,17.067136
POL,WHOSIS_000015,2013,21.29891822
FRA,WHOSIS_000015,2007,24.37446387
ECU,WHOSIS_000015,2011,21.86984322
VNM,WHOSIS_000015,2021,19.61965101
ISL,WHOSIS_000015,2014,24.34608146
JOR,WHOSIS_000015,2010,21.30027722
VNM,WHOSIS_000015,2009,18.82937336
ALB,WHOSIS_000015,2021,19.94106332
SAU,WHOSIS_000015,2014,21.36878026
BTN,WHOSIS_000015,2007,19.5373838
RUS,WHOSIS_000015,2003,16.00424425
KEN,WHOSIS_000015,2011,16.52106695
ARM,WHOSIS_000015,2017,19.58933
MMR,WHOSIS_000015,2004,15.33592421
MLT,WHOSIS_000015,2008,22.69787633
MNE,WHOSIS_000015,2012,19.97154109
QAT,WHOSIS_000015,2003,15.06194767
EMR,WHOSIS_000015,2017,18.75843381
MOZ,WHOSIS_000015,2021,14.07115992
SLV,WHOSIS_000015,2016,21.77135756
KGZ,WHOSIS_000015,2017,19.10458237
SLV,WHOSIS_000015,2007,22.84725893
MNG,WHOSIS_000015,2015,17.39769161
BWA,WHOSIS_000015,2009,15.65975245
SYR,WHOSIS_000015,2000,17.30998612
ARG,WHOSIS_000015,2016,21.0146126
MDA,WHOSIS_000015,2016,18.19283454
WB_LI,WHOSIS_000015,2003,15.25653101
PRK,WHOSIS_000015,2016,18.43135723
DZA,WHOSIS_000015,2016,21.36569596
SRB,WHOSIS_000015,2001,17.68809002
EGY,WHOSIS_000015,2000,17.84261026
LVA,WHOSIS_000015,2006,18.24171736
NPL,WHOSIS_000015,2013,18.52147694
WB_LI,WHOSIS_000015,2002,15.00454948
PRI,WHOSIS_000015,2011,23.85284777
POL,WHOSIS_000015,2018,21.77413873
CUB,WHOSIS_000015,2000,21.61308917
GBR,WHOSIS_000015,2020,23.14074359
AFG,WHOSIS_000015,2014,14.91762697
GRD,WHOSIS_000015,2010,16.67991897
BEL,WHOSIS_000015,2010,23.10561615
IRQ,WHOSIS_000015,2012,19.8269798
PRY,WHOSIS_000015,2019,21.01117252
OMN,WHOSIS_000015,2015,18.35353633
CIV,WHOSIS_000015,2016,16.5674913
BLR,WHOSIS_000015,2003,16.6725603
KAZ,WHOSIS_000015,2014,18.4329234
CHN,WHOSIS_000015,2020,21.10439975
TZA,WHOSIS_000015,2005,16.11577704
BRN,WHOSIS_000015,2011,20.87291888
PSE,WHOSIS_000015,2010,17.63575274
IDN,WHOSIS_000015,2021,15.40181558
WB_HI,WHOSIS_000015,2011,23.67319244
MAR,WHOSIS_000015,2006,19.04715317
BDI,WHOSIS_000015,2019,16.51349193
HRV,WHOSIS_000015,2001,19.55677193
CIV,WHOSIS_000015,2019,17.07481042
BRB,WHOSIS_000015,2021,21.33469521
USA,WHOSIS_000015,2020,21.96494716
TKM,WHOSIS_000015,2018,18.27577692
MKD,WHOSIS_000015,2006,18.26368302
VEN,WHOSIS_000015,2011,21.6119975
GRC,WHOSIS_000015,2019,23.70816
RWA,WHOSIS_000015,2018,17.78949847
AUT,WHOSIS_000015,2008,23.29342464
YEM,WHOSIS_000015,2012,18.19424127
SLE,WHOSIS_000015,2008,15.06453169
URY,WHOSIS_000015,2005,20.99007626
MEX,WHOSIS_000015,2016,21.92009466
BRA,WHOSIS_000015,2002,19.91263779
KIR,WHOSIS_000015,2004,14.45138674
EGY,WHOSIS_000015,2004,17.00830873
ARG,WHOSIS_000015,2006,20.91422377
LCA,WHOSIS_000015,2011,22.84555433
BIH,WHOSIS_000015,2018,20.72551443
COG,WHOSIS_000015,2000,13.07656136
BGR,WHOSIS_000015,2013,19.72112158
IRL,WHOSIS_000015,2009,22.7006611
ARG,WHOSIS_000015,2014,21.52770884
MMR,WHOSIS_000015,2007,15.98862653
BLZ,WHOSIS_000015,2007,20.67323821
QAT,WHOSIS_000015,2016,21.45451517
PSE,WHOSIS_000015,2009,17.49229777
SEN,WHOSIS_000015,2014,17.71264908
BGD,WHOSIS_000015,2012,20.30937857
EGY,WHOSIS_000015,2005,17.20118366
SVN,WHOSIS_000015,2020,22.78620135
PAK,WHOSIS_000015,2006,16.77863743
DOM,WHOSIS_000015,2006,21.50289155
GNQ,WHOSIS_000015,2016,17.08255384
CHL,WHOSIS_000015,2012,23.45898329
MRT,WHOSIS_000015,2010,18.41968381
NPL,WHOSIS_000015,2009,18.66316139
VEN,WHOSIS_000015,2017,20.87854591
TUN,WHOSIS_000015,2007,20.7443075
FJI,WHOSIS_000015,2000,14.53897192
TUN,WHOSIS_000015,2017,21.4855051
PRI,WHOSIS_000015,2009,23.70659278
BHS,WHOSIS_000015,2014,20.48865178
GLOBAL,WHOSIS_000015,2001,18.95066291
SAU,WHOSIS_000015,2016,20.73593665
MLI,WHOSIS_000015,2021,16.5718492
SOM,WHOSIS_000015,2008,12.89886736
EMR,WHOSIS_000015,2002,17.58242487
FRA,WHOSIS_000015,2009,24.59329946
SRB,WHOSIS_000015,2017,19.45536141
BGD,WHOSIS_000015,2019,20.55932622
FSM,WHOSIS_000015,2010,15.68779354
VNM,WHOSIS_000015,2012,19.01345686
NIC,WHOSIS_000015,2016,24.01866184
STP,WHOSIS_000015,2008,17.24019148
GNB,WHOSIS_000015,2001,13.04526986
GTM,WHOSIS_000015,2011,20.83652096
COG,WHOSIS_000015,2012,15.03870462
NPL,WHOSIS_000015,2017,18.50763375
GEO,WHOSIS_000015,2021,16.80279375
DEU,WHOSIS_000015,2002,21.9700509
PAK,WHOSIS_000015,2016,17.7309134
NZL,WHOSIS_000015,2012,24.21146093
RUS,WHOSIS_000015,2009,17.64077604
AMR,WHOSIS_000015,2010,22.1535658
VNM,WHOSIS_000015,2003,18.83249967
GTM,WHOSIS_000015,2019,20.64965737
UKR,WHOSIS_000015,2016,19.17787973
WB_LMI,WHOSIS_000015,2020,17.96089358
EMR,WHOSIS_000015,2004,17.70155528
DZA,WHOSIS_000015,2014,21.17823499
WB_LI,WHOSIS_000015,2011,16.26017763
IRL,WHOSIS_000015,2004,21.69102289
MDV,WHOSIS_000015,2006,17.88733313
KOR,WHOSIS_000015,2005,21.95685582
ZWE,WHOSIS_000015,2010,13.06223446
DNK,WHOSIS_000015,2000,20.63392154
SWE,WHOSIS_000015,2000,22.42039183
HND,WHOSIS_000015,2017,17.87139996
LTU,WHOSIS_000015,2013,20.27561664
CPV,WHOSIS_000015,2002,20.78550171
DJI,WHOSIS_000015,2008,16.63698571
PER,WHOSIS_000015,2003,23.10561593
CZE,WHOSIS_000015,2013,21.31319912
PRT,WHOSIS_000015,2014,23.94338026
AGO,WHOSIS_000015,2008,15.32318299
IRN,WHOSIS_000015,2015,22.02668613
GRC,WHOSIS_000015,2015,23.43418515
RUS,WHOSIS_000015,2007,17.30908336
RUS,WHOSIS_000015,2014,18.83354977
BEN,WHOSIS_000015,2019,17.77502104
ALB,WHOSIS_000015,2008,20.31760303
PAN,WHOSIS_000015,2006,22.35053546
SYR,WHOSIS_000015,2020,18.46715339
BGD,WHOSIS_000015,2018,20.45601724
GAB,WHOSIS_000015,2000,14.50511196
LTU,WHOSIS_000015,2011,20.099974
GAB,WHOSIS_000015,2006,15.14558476
SDN,WHOSIS_000015,2017,19.01679023
UGA,WHOSIS_000015,2008,16.07026931
NAM,WHOSIS_000015,2000,14.07214276
HTI,WHOSIS_000015,2008,15.57009564
BGD,WHOSIS_000015,2011,19.48601643
NAM,WHOSIS_000015,2019,16.47411859
MAR,WHOSIS_000015,2018,18.9438562
LCA,WHOSIS_000015,2002,20.11717945
BLR,WHOSIS_000015,2016,19.26726116
SLB,WHOSIS_000015,2011,15.07212193
FJI,WHOSIS_000015,2005,15.4741685
MLT,WHOSIS_000015,2007,22.40944715
UZB,WHOSIS_000015,2018,17.36543401
UZB,WHOSIS_000015,2005,13.13581121
VEN,WHOSIS_000015,2016,20.67227113
URY,WHOSIS_000015,2015,21.92021356
GRD,WHOSIS_000015,2014,18.38006469
CPV,WHOSIS_000015,2016,21.25121724
BIH,WHOSIS_000015,2005,20.54222786
ALB,WHOSIS_000015,2010,21.27757696
BGD,WHOSIS_000015,2016,20.65204418
ZWE,WHOSIS_000015,2016,14.11761377
JPN,WHOSIS_000015,2000,24.63023711
CZE,WHOSIS_000015,2008,20.82582481
GBR,WHOSIS_000015,2003,21.58645604
TLS,WHOSIS_000015,2020,18.04878566
NIC,WHOSIS_000015,2017,24.471915
CAF,WHOSIS_000015,2006,11.48185561
ISR,WHOSIS_000015,2009,24.06040221
CZE,WHOSIS_000015,2020,21.0575326
KAZ,WHOSIS_000015,2006,16.48302228
COD,WHOSIS_000015,2000,14.47409197
AFG,WHOSIS_000015,2007,13.93297792
GTM,WHOSIS_000015,2001,19.74089622
VUT,WHOSIS_000015,2003,15.25759067
GNB,WHOSIS_000015,2016,14.24242921
ESP,WHOSIS_000015,2005,23.22641228
PHL,WHOSIS_000015,2002,18.22301073
MNG,WHOSIS_000015,2013,17.04747381
MLT,WHOSIS_000015,2002,21.28024446
MLT,WHOSIS_000015,2016,24.39880038
GHA,WHOSIS_000015,2018,16.84515655
CAN,WHOSIS_000015,2008,23.74663529
ZWE,WHOSIS_000015,2003,12.79826952
IRL,WHOSIS_000015,2010,23.44210055
CHE,WHOSIS_000015,2011,24.77637221
KIR,WHOSIS_000015,2006,14.52930344
DEU,WHOSIS_000015,2009,23.02398609
AUS,WHOSIS_000015,2001,23.37233233
LAO,WHOSIS_000015,2013,16.89948367
BDI,WHOSIS_000015,2008,15.64230275
USA,WHOSIS_000015,2016,23.16661986
CIV,WHOSIS_000015,2009,15.41070113
BTN,WHOSIS_000015,2017,20.04691469
FJI,WHOSIS_000015,2004,15.34527646
GTM,WHOSIS_000015,2013,20.58388039
CRI,WHOSIS_000015,2004,22.98925984
BHR,WHOSIS_000015,2004,15.03408379
ARM,WHOSIS_000015,2013,19.13724451
TON,WHOSIS_000015,2007,18.66373704
AFR,WHOSIS_000015,2003,15.54881239
SLV,WHOSIS_000015,2013,21.91359907
CMR,WHOSIS_000015,2010,15.55490834
CHE,WHOSIS_000015,2006,24.2167537
