country_code,year,SE.PRM.ENRR,SP.DYN.LE00.IN,SP.POP.TOTL,WHOSIS_000001,WHOSIS_000015,refugees,asylum_seekers,idps,returned_refugees,returned_idps
UGA,2014,,63.057,36395539.0,63.49406001,17.24131818,,,,,
UGA,2015,104.249229431152,63.831,37531446.0,64.2155816,17.32535295,,,,,
UGA,2016,106.540283203125,64.494,38799152.0,64.67477151,17.38550823,,,,,
UGA,2017,106.169578552246,65.174,40177388.0,65.21733648,17.53303275,,,,,
UGA,2018,,65.775,41565831.0,65.71888649,17.63259211,,,,,
UGA,2019,,66.354,42999637.0,66.0878394,17.69688518,,,,,
UGA,2020,,66.41,44457152.0,66.29850916,17.3299693,,,,,
UGA,2021,,66.45,45910930.0,65.98577935,17.32266251,,,,,
UGA,2022,,67.675,47312719.0,,,,,,,
UGA,2023,,68.252,48656601.0,,,8376.0,14989.0,0.0,0.0,0.0
UGA,2024,,68.487,50015092.0,,,,,,,
UGA,2025,,,51384894.0,,,,,,,
